DEP,DEPNOMBRE,MUN,MUNNOMBRE,total_votos_v1,pct_gomez_v1,pct_fico_v1,pct_petro_v1,pct_ingrid_v1,pct_johnmilton_v1,pct_luisperez_v1,pct_rodolfo_v1,pct_fajardo_v1,ganador_v1,pct_petro_v2,pct_rodolfo_v2,gano_petro,margen_victoria,total_votos_v2,cod_mpio,nombre_mpio,cobertura_acueducto,cobertura_alcantarillado,pobreza_extrema,desempeno_fiscal,pct_rural,tasa_homicidios,nbi_rural,nbi_urbano,ipm,poblacion_total
1,ANTIOQUIA,1,MEDELLIN,1138298,0.23,53.01,24.23,0.05,0.68,0.1,12.42,6.1,fico,33.36,61.78,0,-28.42,1112718,1001,,,,,,,,,,,
1,ANTIOQUIA,4,ABEJORRAL,7410,0.26,66.69,9.24,0.08,0.49,0.11,15.01,4.83,fico,13.23,83.95,0,-70.72,7745,1004,,,,,,,,,,,
1,ANTIOQUIA,7,ABRIAQUI,988,0.3,70.45,5.67,,,0.2,17.61,2.94,fico,8.79,87.92,0,-79.13,1126,1007,,,,,,,,,,,
1,ANTIOQUIA,10,ALEJANDRIA,2364,0.3,63.49,11.51,0.04,0.04,0.13,16.88,5.16,fico,16.29,80.7,0,-64.41,2461,1010,,,,,,,,,,,
1,ANTIOQUIA,13,AMAGA,11764,0.24,41.49,19.38,0.06,0.28,0.14,30.02,4.22,fico,27.44,67.86,0,-40.42,11937,1013,,,,,,,,,,,
1,ANTIOQUIA,16,AMALFI,6176,0.32,42.58,14.39,0.05,0.58,0.15,31.14,5.59,fico,20.51,74.63,0,-54.12,6737,1016,,,,,,,,,,,
1,ANTIOQUIA,19,ANDES,16466,0.2,56.66,14.58,0.02,0.24,0.13,21.33,4.17,fico,20.41,76.33,0,-55.92,17587,1019,,,,,,,,,,,
1,ANTIOQUIA,22,ANGELOPOLIS,2580,0.16,52.87,14.07,0.16,0.23,0.16,24.11,3.95,fico,20.58,74.54,0,-53.96,2706,1022,,,,,,,,,,,
1,ANTIOQUIA,25,ANGOSTURA,3291,0.64,46.4,10.27,0.4,0.18,0.27,27.71,8.02,fico,17.55,76.41,0,-58.86,3676,1025,,,,,,,,,,,
1,ANTIOQUIA,28,ANORI,3502,1.26,29.24,24.64,0.09,0.49,0.14,35.01,4.28,rodolfo,34.14,61.21,0,-27.07,4042,1028,,,,,,,,,,,
1,ANTIOQUIA,31,ANTIOQUIA,10516,0.21,39.8,21.13,0.09,0.47,0.12,28.53,4.17,fico,28.28,66.95,0,-38.67,10963,1031,,,,,,,,,,,
1,ANTIOQUIA,34,ANZA,2360,0.42,48.22,9.66,,0.17,0.13,33.22,4.28,fico,13.33,83.52,0,-70.19,2858,1034,,,,,,,,,,,
1,ANTIOQUIA,35,APARTADO,49593,0.17,16.8,52.76,0.03,1.76,0.04,22.49,2.27,petro,64.29,31.88,1,32.41,52727,1035,,,,,,,,,,,
1,ANTIOQUIA,37,ARBOLETES,9465,0.18,38.08,39.79,0.04,0.71,0.04,15.66,3.51,petro,42.85,55.17,0,-12.32,11937,1037,,,,,,,,,,,
1,ANTIOQUIA,39,ARGELIA,3029,0.36,60.22,7.23,0.1,0.13,0.1,26.05,2.71,fico,10.89,86.65,0,-75.76,3296,1039,,,,,,,,,,,
1,ANTIOQUIA,40,ARMENIA,2190,0.23,64.43,10.59,0.14,0.14,0.23,16.21,2.97,fico,16.59,79.8,0,-63.21,2074,1040,,,,,,,,,,,
1,ANTIOQUIA,43,BARBOSA,22495,0.33,41.19,24.37,0.12,0.78,0.13,22.98,4.83,fico,33.8,59.89,0,-26.09,22603,1043,,,,,,,,,,,
1,ANTIOQUIA,46,BELMIRA,2699,0.3,58.43,9.6,0.07,0.07,0.15,22.71,4.96,fico,14.31,80.97,0,-66.66,2732,1046,,,,,,,,,,,
1,ANTIOQUIA,49,BELLO,195708,0.19,46.54,26.67,0.06,1.25,0.11,16.45,5.23,fico,36.31,58.53,0,-22.22,191861,1049,,,,,,,,,,,
1,ANTIOQUIA,52,BETANIA,3276,0.09,58.79,10.81,0.03,0.15,0.09,25.43,3.08,fico,16.45,81.53,0,-65.08,3623,1052,,,,,,,,,,,
1,ANTIOQUIA,55,BETULIA,4952,0.24,55.96,8.2,0.12,1.01,0.34,26.88,4.06,fico,11.55,85.55,0,-74.0,5829,1055,,,,,,,,,,,
1,ANTIOQUIA,58,BOLIVAR,11478,0.24,60.36,11.93,0.06,0.28,0.06,20.53,3.55,fico,17.96,78.84,0,-60.88,11827,1058,,,,,,,,,,,
1,ANTIOQUIA,61,BURITICA,2392,0.54,36.29,25.08,0.13,0.71,0.29,26.13,4.47,fico,33.67,60.88,0,-27.21,2830,1061,,,,,,,,,,,
1,ANTIOQUIA,62,BRICEÑO,2348,0.43,13.88,22.66,0.09,0.17,0.13,55.75,2.98,rodolfo,34.65,62.34,0,-27.69,2828,1062,,,,,,,,,,,
1,ANTIOQUIA,64,CACERES,5775,0.48,22.49,45.0,0.14,1.3,0.1,23.31,3.13,petro,56.72,39.97,1,16.75,6931,1064,,,,,,,,,,,
1,ANTIOQUIA,67,CAICEDO,2920,0.45,48.53,14.69,0.14,0.48,0.17,25.89,4.04,fico,18.37,77.42,0,-59.05,3304,1067,,,,,,,,,,,
1,ANTIOQUIA,70,CALDAS,42666,0.18,43.71,25.33,0.08,0.71,0.12,19.54,5.91,fico,35.49,58.14,0,-22.65,41988,1070,,,,,,,,,,,
1,ANTIOQUIA,73,CAMPAMENTO,1845,0.7,45.42,15.34,0.16,0.22,0.05,24.28,6.67,fico,28.79,64.92,0,-36.13,2372,1073,,,,,,,,,,,
1,ANTIOQUIA,76,CAÑASGORDAS,6668,0.15,58.68,10.03,0.06,0.19,0.16,24.72,2.74,fico,14.85,81.66,0,-66.81,7044,1076,,,,,,,,,,,
1,ANTIOQUIA,78,CARACOLI,1996,0.15,45.74,17.43,0.1,0.9,0.15,30.26,2.05,fico,23.8,71.86,0,-48.06,2143,1078,,,,,,,,,,,
1,ANTIOQUIA,79,CARAMANTA,2253,0.18,49.76,14.11,0.09,0.44,,23.12,8.34,fico,19.98,76.33,0,-56.35,2387,1079,,,,,,,,,,,
1,ANTIOQUIA,80,CAREPA,20328,0.11,17.99,47.18,0.06,2.0,0.03,25.95,2.62,petro,58.37,37.57,1,20.8,21596,1080,,,,,,,,,,,
1,ANTIOQUIA,82,CARMEN DE VIBORAL,28730,0.38,36.5,21.47,0.09,0.38,0.15,32.38,5.03,fico,29.67,66.11,0,-36.44,28925,1082,,,,,,,,,,,
1,ANTIOQUIA,85,CAROLINA,2243,0.31,56.17,18.23,0.13,0.22,0.09,16.27,4.41,fico,24.79,71.33,0,-46.54,2267,1085,,,,,,,,,,,
1,ANTIOQUIA,88,CAUCASIA,32851,0.24,20.32,39.23,0.07,2.54,0.04,31.63,2.32,petro,50.88,45.34,1,5.54,34041,1088,,,,,,,,,,,
1,ANTIOQUIA,91,CISNEROS,5879,0.51,41.78,18.39,0.05,2.21,0.1,29.84,3.01,fico,26.61,67.63,0,-41.02,5993,1091,,,,,,,,,,,
1,ANTIOQUIA,94,COCORNA,7898,0.97,62.99,10.27,0.13,0.32,0.08,19.64,2.98,fico,15.23,81.61,0,-66.38,8213,1094,,,,,,,,,,,
1,ANTIOQUIA,97,CONCEPCION,2524,0.44,63.71,8.04,0.08,0.28,0.04,20.09,3.41,fico,12.57,84.48,0,-71.91,2641,1097,,,,,,,,,,,
1,ANTIOQUIA,100,CONCORDIA,6632,0.27,49.0,9.92,0.08,0.57,0.15,34.26,2.65,fico,16.04,80.91,0,-64.87,7149,1100,,,,,,,,,,,
1,ANTIOQUIA,103,COPACABANA,42338,0.16,45.69,28.27,0.04,0.89,0.11,16.0,5.11,fico,38.01,56.72,0,-18.71,41841,1103,,,,,,,,,,,
1,ANTIOQUIA,106,CHIGORODO,21092,0.15,17.49,44.26,0.08,2.65,0.07,29.34,2.32,petro,56.08,40.06,1,16.02,22732,1106,,,,,,,,,,,
1,ANTIOQUIA,109,DABEIBA,6632,0.23,26.31,29.54,0.09,0.6,0.2,36.82,2.76,rodolfo,38.2,58.59,0,-20.39,8280,1109,,,,,,,,,,,
1,ANTIOQUIA,112,DON MATIAS,8811,0.26,50.99,12.28,0.09,0.47,0.15,26.29,4.86,fico,18.56,75.66,0,-57.1,8541,1112,,,,,,,,,,,
1,ANTIOQUIA,115,EBEJICO,5175,0.19,61.95,11.32,0.12,0.29,0.14,18.86,3.88,fico,15.29,81.5,0,-66.21,5610,1115,,,,,,,,,,,
1,ANTIOQUIA,117,EL BAGRE,12060,0.3,22.68,36.51,0.07,2.5,0.07,30.51,3.02,petro,48.38,47.39,1,0.99,13835,1117,,,,,,,,,,,
1,ANTIOQUIA,118,ENTRERRIOS,5312,0.15,39.46,11.58,0.04,0.3,0.15,40.4,4.84,rodolfo,18.2,78.34,0,-60.14,5369,1118,,,,,,,,,,,
1,ANTIOQUIA,121,ENVIGADO,153041,0.2,62.34,16.62,0.05,0.4,0.07,10.64,7.26,fico,23.44,72.54,0,-49.1,149479,1121,,,,,,,,,,,
1,ANTIOQUIA,124,FREDONIA,8652,0.22,58.22,16.27,0.01,0.24,0.17,17.22,4.44,fico,22.73,73.4,0,-50.67,9040,1124,,,,,,,,,,,
1,ANTIOQUIA,127,FRONTINO,5578,0.32,42.04,23.04,0.14,0.22,0.13,24.61,4.43,fico,33.92,61.02,0,-27.1,6763,1127,,,,,,,,,,,
1,ANTIOQUIA,130,GIRALDO,2398,0.25,44.87,25.06,0.04,0.13,0.08,21.68,4.5,fico,36.04,59.93,0,-23.89,2578,1130,,,,,,,,,,,
1,ANTIOQUIA,133,GIRARDOTA,29523,0.13,41.46,25.51,0.07,0.86,0.1,22.86,4.8,fico,35.45,58.67,0,-23.22,29366,1133,,,,,,,,,,,
1,ANTIOQUIA,136,GOMEZ PLATA,4428,0.18,60.41,12.13,0.05,0.52,0.14,17.75,4.36,fico,17.46,76.67,0,-59.21,4449,1136,,,,,,,,,,,
1,ANTIOQUIA,139,GRANADA,5436,0.83,69.19,9.55,0.06,0.17,0.07,12.99,4.21,fico,14.23,82.99,0,-68.76,5420,1139,,,,,,,,,,,
1,ANTIOQUIA,140,GUADALUPE,2225,0.13,42.7,27.1,0.09,0.72,0.09,20.58,3.69,fico,39.25,54.75,0,-15.5,2601,1140,,,,,,,,,,,
1,ANTIOQUIA,142,GUARNE,26810,0.48,46.73,18.38,0.06,1.68,0.1,23.45,5.69,fico,25.94,69.04,0,-43.1,26796,1142,,,,,,,,,,,
1,ANTIOQUIA,145,GUATAPE,5154,0.35,59.82,14.57,0.04,0.78,0.06,18.22,3.9,fico,20.4,76.55,0,-56.15,5172,1145,,,,,,,,,,,
1,ANTIOQUIA,148,HELICONIA,2718,0.18,55.74,13.76,,0.04,0.26,22.08,4.16,fico,19.08,77.35,0,-58.27,2878,1148,,,,,,,,,,,
1,ANTIOQUIA,150,HISPANIA,2310,0.09,50.04,19.96,,0.22,0.04,21.95,4.33,fico,26.62,70.09,0,-43.47,2427,1150,,,,,,,,,,,
1,ANTIOQUIA,151,ITAGUI,152281,0.16,49.33,23.63,0.06,0.77,0.1,17.14,5.33,fico,32.44,62.71,0,-30.27,150216,1151,,,,,,,,,,,
1,ANTIOQUIA,154,ITUANGO,4765,0.76,34.48,22.73,0.5,0.48,0.19,26.38,7.47,fico,34.45,59.4,0,-24.95,5062,1154,,,,,,,,,,,
1,ANTIOQUIA,157,JARDIN,7773,0.26,51.6,22.93,0.1,0.12,0.15,15.52,6.29,fico,29.81,66.49,0,-36.68,7973,1157,,,,,,,,,,,
1,ANTIOQUIA,160,JERICO,6523,0.15,57.07,14.32,0.05,0.2,0.2,19.73,4.25,fico,21.56,74.5,0,-52.94,6525,1160,,,,,,,,,,,
1,ANTIOQUIA,163,LA CEJA,38829,0.29,47.56,16.14,0.06,0.5,0.07,26.12,6.19,fico,23.87,71.6,0,-47.73,38555,1163,,,,,,,,,,,
1,ANTIOQUIA,166,LA ESTRELLA,36329,0.15,47.22,24.67,0.06,0.72,0.09,17.71,5.69,fico,34.31,60.76,0,-26.45,35924,1166,,,,,,,,,,,
1,ANTIOQUIA,168,PUERTO NARE-LA MAGDALENA,6058,0.35,25.42,38.08,0.03,1.22,0.03,29.83,2.49,petro,47.07,50.4,0,-3.33,6422,1168,,,,,,,,,,,
1,ANTIOQUIA,169,LA UNION,12859,0.41,45.0,14.97,0.11,0.25,0.23,30.5,5.57,fico,21.55,74.54,0,-52.99,12938,1169,,,,,,,,,,,
1,ANTIOQUIA,170,LA PINTADA,3750,0.13,41.39,18.69,,1.01,,34.99,1.28,fico,23.19,74.04,0,-50.85,4006,1170,,,,,,,,,,,
1,ANTIOQUIA,172,LIBORINA,4519,0.18,58.09,11.88,,0.15,0.11,22.68,4.09,fico,17.02,79.8,0,-62.78,4847,1172,,,,,,,,,,,
1,ANTIOQUIA,175,MACEO,3639,0.22,41.71,14.48,,0.22,0.05,38.28,2.56,fico,20.03,77.42,0,-57.39,3964,1175,,,,,,,,,,,
1,ANTIOQUIA,178,MARINILLA,31394,0.53,46.95,18.98,0.07,0.38,0.07,24.56,5.81,fico,26.49,69.95,0,-43.46,31477,1178,,,,,,,,,,,
1,ANTIOQUIA,181,MONTEBELLO,3130,0.73,52.4,13.77,0.16,0.22,0.1,24.12,4.35,fico,19.88,74.56,0,-54.68,3275,1181,,,,,,,,,,,
1,ANTIOQUIA,184,MURINDO,1145,0.61,6.2,86.46,0.26,0.61,0.17,2.27,1.66,petro,91.88,6.65,1,85.23,1503,1184,,,,,,,,,,,
1,ANTIOQUIA,187,MUTATA,4997,0.38,21.95,40.66,0.2,0.66,0.08,30.9,2.48,petro,51.59,45.54,1,6.05,5935,1187,,,,,,,,,,,
1,ANTIOQUIA,190,NARIÑO,3481,0.49,63.89,7.15,0.17,0.23,0.06,20.22,4.37,fico,10.68,86.64,0,-75.96,3848,1190,,,,,,,,,,,
1,ANTIOQUIA,191,NECHI,5724,0.17,31.87,34.52,0.14,4.42,0.05,24.25,2.1,petro,38.0,59.6,0,-21.6,6894,1191,,,,,,,,,,,
1,ANTIOQUIA,192,NECOCLI,12371,0.35,27.91,34.76,0.11,1.38,0.09,28.74,2.94,petro,40.28,55.96,0,-15.68,15787,1192,,,,,,,,,,,
1,ANTIOQUIA,193,OLAYA,1476,0.07,52.03,10.7,0.07,0.27,0.14,30.15,3.86,fico,13.92,83.84,0,-69.92,1652,1193,,,,,,,,,,,
1,ANTIOQUIA,196,PEÑOL,9838,0.44,56.71,15.03,0.08,0.61,0.16,18.98,4.97,fico,21.22,74.93,0,-53.71,9947,1196,,,,,,,,,,,
1,ANTIOQUIA,199,PEQUE,2876,0.56,42.7,19.51,0.07,0.49,0.03,27.71,5.6,fico,28.91,68.15,0,-39.24,3262,1199,,,,,,,,,,,
1,ANTIOQUIA,202,PUEBLORRICO,3524,0.26,61.38,14.36,0.17,0.17,0.09,17.54,3.23,fico,18.41,78.87,0,-60.46,3834,1202,,,,,,,,,,,
1,ANTIOQUIA,205,PUERTO BERRIO,14755,0.28,32.15,25.86,0.04,0.81,0.05,34.21,2.51,rodolfo,33.56,62.39,0,-28.83,15292,1205,,,,,,,,,,,
1,ANTIOQUIA,206,PUERTO TRIUNFO,8120,0.21,23.78,14.69,0.06,0.76,0.01,56.86,1.85,rodolfo,24.16,73.73,0,-49.57,8659,1206,,,,,,,,,,,
1,ANTIOQUIA,208,REMEDIOS,7447,0.31,18.46,36.89,0.09,2.46,0.09,32.72,3.49,petro,47.48,47.58,0,-0.1,7686,1208,,,,,,,,,,,
1,ANTIOQUIA,211,RETIRO,14131,0.13,66.55,11.69,0.03,0.42,0.05,13.11,5.73,fico,17.15,79.53,0,-62.38,13943,1211,,,,,,,,,,,
1,ANTIOQUIA,214,RIONEGRO,82347,0.24,49.27,17.91,0.07,0.98,0.07,22.89,5.72,fico,25.41,70.39,0,-44.98,82009,1214,,,,,,,,,,,
1,ANTIOQUIA,217,SABANALARGA,3324,0.15,57.88,11.61,0.06,0.3,0.12,22.65,3.22,fico,16.08,80.85,0,-64.77,3656,1217,,,,,,,,,,,
1,ANTIOQUIA,218,SABANETA,60965,0.22,55.87,20.04,0.03,0.71,0.05,13.39,7.17,fico,27.87,68.24,0,-40.37,59676,1218,,,,,,,,,,,
1,ANTIOQUIA,220,SALGAR,5299,0.21,63.65,8.34,0.11,0.13,0.04,22.34,2.79,fico,12.7,84.9,0,-72.2,5912,1220,,,,,,,,,,,
1,ANTIOQUIA,223,SAN ANDRES,2260,0.66,41.86,13.45,0.35,0.31,0.4,31.99,4.69,fico,18.84,76.44,0,-57.6,2351,1223,,,,,,,,,,,
1,ANTIOQUIA,226,SAN CARLOS,7446,0.43,48.6,15.83,0.07,0.56,0.12,27.76,4.27,fico,20.38,77.08,0,-56.7,7797,1226,,,,,,,,,,,
1,ANTIOQUIA,227,SAN FRANCISCO,2731,0.59,55.55,13.44,0.33,0.26,0.15,21.27,5.93,fico,19.02,78.94,0,-59.92,3034,1227,,,,,,,,,,,
1,ANTIOQUIA,229,SAN JERONIMO,6604,0.08,54.62,12.89,0.02,0.36,0.09,25.56,3.15,fico,17.23,79.12,0,-61.89,6783,1229,,,,,,,,,,,
1,ANTIOQUIA,230,SAN JOSE DE LA MONTAÑA,1518,0.86,41.7,11.53,0.07,0.46,0.2,30.5,7.77,fico,17.85,76.74,0,-58.89,1535,1230,,,,,,,,,,,
1,ANTIOQUIA,231,SAN JUAN DE URABA,7220,0.32,36.51,37.06,0.06,1.32,0.04,19.06,3.43,petro,41.33,56.61,0,-15.28,9201,1231,,,,,,,,,,,
1,ANTIOQUIA,232,SAN LUIS,6000,0.65,32.73,13.7,0.03,0.35,0.07,46.92,3.15,rodolfo,17.9,79.7,0,-61.8,6346,1232,,,,,,,,,,,
1,ANTIOQUIA,235,SAN PEDRO,12641,0.23,42.61,12.93,0.08,0.62,0.09,35.28,4.22,fico,18.69,76.57,0,-57.88,13046,1235,,,,,,,,,,,
1,ANTIOQUIA,237,SAN PEDRO DE URABA,8277,0.41,34.71,24.77,0.04,1.68,0.06,30.58,4.53,fico,27.57,69.75,0,-42.18,11715,1237,,,,,,,,,,,
1,ANTIOQUIA,238,SAN RAFAEL,6642,0.36,48.06,17.18,0.06,0.51,0.09,26.36,3.94,fico,23.52,73.47,0,-49.95,7080,1238,,,,,,,,,,,
1,ANTIOQUIA,241,SAN ROQUE,7404,0.05,52.27,10.35,0.08,1.19,0.07,29.77,2.97,fico,16.34,79.75,0,-63.41,7752,1241,,,,,,,,,,,
1,ANTIOQUIA,244,SAN VICENTE,10304,0.36,53.25,11.66,0.11,0.37,0.08,24.39,6.35,fico,16.25,79.96,0,-63.71,10669,1244,,,,,,,,,,,
1,ANTIOQUIA,247,SANTA BARBARA,10844,0.39,48.85,19.14,0.04,0.91,0.06,21.55,4.84,fico,25.85,69.38,0,-43.53,11313,1247,,,,,,,,,,,
1,ANTIOQUIA,250,SANTA ROSA DE OSOS,15710,0.37,43.01,13.13,0.06,0.48,0.2,30.79,6.14,fico,19.91,73.36,0,-53.45,15289,1250,,,,,,,,,,,
1,ANTIOQUIA,253,SANTO DOMINGO,4814,0.21,57.56,12.57,0.1,0.33,0.06,21.06,4.13,fico,18.0,77.95,0,-59.95,4988,1253,,,,,,,,,,,
1,ANTIOQUIA,256,SANTUARIO,19433,0.95,65.41,9.99,0.07,0.65,0.04,16.37,4.18,fico,14.33,83.12,0,-68.79,19376,1256,,,,,,,,,,,
1,ANTIOQUIA,259,SEGOVIA,9911,0.28,14.07,45.62,0.13,1.58,0.13,29.08,2.64,petro,60.42,33.79,1,26.63,10570,1259,,,,,,,,,,,
1,ANTIOQUIA,262,SONSON,14482,0.33,53.8,8.6,0.11,0.24,0.11,29.13,3.84,fico,13.87,82.07,0,-68.2,15204,1262,,,,,,,,,,,
1,ANTIOQUIA,265,SOPETRAN,6568,0.12,49.28,18.93,0.03,0.18,0.11,24.77,3.58,fico,24.21,72.76,0,-48.55,6902,1265,,,,,,,,,,,
1,ANTIOQUIA,268,TAMESIS,8112,0.37,49.36,18.64,0.09,0.52,0.12,21.73,5.09,fico,24.47,72.11,0,-47.64,8317,1268,,,,,,,,,,,
1,ANTIOQUIA,270,TARAZA,6042,0.3,14.07,41.53,0.2,0.98,0.12,36.79,2.6,petro,59.11,37.06,1,22.05,7067,1270,,,,,,,,,,,
1,ANTIOQUIA,271,TARSO,2758,0.07,51.81,25.34,,0.22,0.04,17.19,2.57,fico,32.93,63.71,0,-30.78,3037,1271,,,,,,,,,,,
1,ANTIOQUIA,274,TITIRIBI,3819,0.13,54.57,13.96,0.03,0.42,0.05,23.83,4.14,fico,19.61,76.46,0,-56.85,3773,1274,,,,,,,,,,,
1,ANTIOQUIA,277,TOLEDO,1690,0.53,35.38,18.11,0.06,0.53,0.59,31.3,5.92,fico,24.84,68.88,0,-44.04,1864,1277,,,,,,,,,,,
1,ANTIOQUIA,280,TURBO,36531,0.34,14.37,53.71,0.06,1.83,0.08,23.19,2.29,petro,63.72,32.42,1,31.3,42517,1280,,,,,,,,,,,
1,ANTIOQUIA,282,URAMITA,2205,0.18,39.86,14.47,0.05,0.14,0.09,38.14,3.85,fico,18.93,77.75,0,-58.82,2773,1282,,,,,,,,,,,
1,ANTIOQUIA,283,URRAO,8850,0.9,45.74,16.17,0.15,0.87,0.34,26.43,5.02,fico,21.47,74.22,0,-52.75,9690,1283,,,,,,,,,,,
1,ANTIOQUIA,286,VALDIVIA,3359,0.33,29.62,30.43,0.09,0.36,0.27,31.26,3.3,rodolfo,42.23,53.5,0,-11.27,4163,1286,,,,,,,,,,,
1,ANTIOQUIA,289,VALPARAISO,2852,0.39,47.27,22.58,,0.25,0.04,23.81,2.95,fico,26.68,70.03,0,-43.35,3070,1289,,,,,,,,,,,
1,ANTIOQUIA,290,VEGACHI,4666,0.45,40.46,12.71,,0.77,0.09,37.61,4.18,fico,17.07,78.69,0,-61.62,4969,1290,,,,,,,,,,,
1,ANTIOQUIA,291,VIGIA DEL FUERTE,2204,0.45,13.97,69.33,0.14,1.27,0.32,3.13,8.44,petro,83.72,13.16,1,70.56,2728,1291,,,,,,,,,,,
1,ANTIOQUIA,292,VENECIA,5775,0.12,64.1,14.27,0.07,0.76,0.02,14.04,3.38,fico,19.23,77.97,0,-58.74,5918,1292,,,,,,,,,,,
1,ANTIOQUIA,293,YALI,2474,0.28,42.12,13.9,0.12,0.61,0.12,36.74,2.79,fico,17.96,78.89,0,-60.93,2818,1293,,,,,,,,,,,
1,ANTIOQUIA,295,YARUMAL,15135,0.3,35.11,16.43,0.09,0.77,0.14,36.53,5.69,rodolfo,24.43,69.53,0,-45.1,15250,1295,,,,,,,,,,,
1,ANTIOQUIA,298,YOLOMBO,6481,0.32,49.68,16.22,0.05,0.46,0.05,24.44,4.97,fico,21.85,74.42,0,-52.57,6848,1298,,,,,,,,,,,
1,ANTIOQUIA,300,YONDO-CASABE,8992,0.17,8.16,31.51,0.02,2.05,0.04,54.19,0.95,rodolfo,38.86,57.68,0,-18.82,9150,1300,,,,,,,,,,,
1,ANTIOQUIA,301,ZARAGOZA,5842,0.22,22.56,34.06,0.1,1.64,0.12,31.24,4.55,petro,42.8,52.32,0,-9.52,6540,1301,,,,,,,,,,,
3,ATLANTICO,1,BARRANQUILLA,497502,0.19,27.8,51.73,0.05,1.11,0.03,13.77,3.27,petro,63.85,33.95,1,29.9,561748,3001,,,,,,,,,,,
3,ATLANTICO,4,BARANOA,24709,0.17,24.78,58.87,0.06,0.69,0.04,11.39,1.6,petro,70.43,27.38,1,43.05,29279,3004,,,,,,,,,,,
3,ATLANTICO,7,CAMPO DE LA CRUZ,7665,0.2,49.33,34.38,0.08,0.65,0.05,11.62,1.74,fico,42.25,55.45,0,-13.2,9094,3007,,,,,,,,,,,
3,ATLANTICO,10,CANDELARIA,5239,0.31,48.43,34.11,0.02,1.74,0.04,11.34,1.99,fico,47.65,50.11,0,-2.46,6181,3010,,,,,,,,,,,
3,ATLANTICO,13,GALAPA,17246,0.14,16.75,65.15,0.05,0.86,0.05,12.95,1.77,petro,76.94,20.78,1,56.16,20778,3013,,,,,,,,,,,
3,ATLANTICO,16,JUAN DE ACOSTA,7771,0.28,36.24,42.0,0.04,0.15,0.01,17.49,1.8,petro,50.57,47.78,1,2.79,8811,3016,,,,,,,,,,,
3,ATLANTICO,19,LURUACO,9438,0.32,43.29,34.72,0.04,0.46,0.04,15.98,2.54,fico,49.12,48.49,1,0.63,10687,3019,,,,,,,,,,,
3,ATLANTICO,22,MALAMBO,35713,0.16,17.93,66.81,0.06,1.0,0.03,10.34,1.48,petro,78.55,19.48,1,59.07,43669,3022,,,,,,,,,,,
3,ATLANTICO,25,MANATI,5945,0.19,54.84,31.37,0.07,0.57,0.07,8.76,1.95,fico,42.41,55.25,0,-12.84,6643,3025,,,,,,,,,,,
3,ATLANTICO,28,PALMAR DE VARELA,10077,0.28,24.48,63.77,0.08,0.61,0.03,6.99,1.3,petro,77.86,20.24,1,57.62,11865,3028,,,,,,,,,,,
3,ATLANTICO,31,PIOJO,2414,0.04,44.16,47.51,,0.75,0.04,5.3,0.91,petro,62.9,35.7,1,27.2,2784,3031,,,,,,,,,,,
3,ATLANTICO,34,POLONUEVO,7294,0.34,23.77,64.23,0.05,0.33,0.03,7.27,1.32,petro,76.82,21.07,1,55.75,8279,3034,,,,,,,,,,,
3,ATLANTICO,35,PONEDERA,7579,0.24,33.43,47.3,0.11,0.33,0.03,13.68,2.08,petro,60.62,37.1,1,23.52,8817,3035,,,,,,,,,,,
3,ATLANTICO,37,PUERTO COLOMBIA,18303,0.19,27.87,52.26,0.08,0.44,0.04,14.21,3.01,petro,64.31,33.79,1,30.52,20508,3037,,,,,,,,,,,
3,ATLANTICO,40,REPELON,8875,0.38,42.2,43.14,0.09,0.48,0.06,8.37,2.67,petro,57.03,40.39,1,16.64,9754,3040,,,,,,,,,,,
3,ATLANTICO,43,SABANAGRANDE,11858,0.59,21.29,59.91,0.1,1.33,0.03,12.31,1.7,petro,73.12,24.19,1,48.93,13808,3043,,,,,,,,,,,
3,ATLANTICO,46,SABANALARGA,35437,0.35,27.29,53.47,0.04,0.52,0.04,14.21,1.65,petro,67.81,29.9,1,37.91,39608,3046,,,,,,,,,,,
3,ATLANTICO,47,SANTA LUCIA,5630,0.14,66.13,25.47,0.05,0.55,,4.1,1.99,fico,37.67,60.78,0,-23.11,5809,3047,,,,,,,,,,,
3,ATLANTICO,49,SANTO TOMAS,12457,0.25,20.78,64.08,0.07,0.63,0.02,9.72,2.02,petro,76.14,21.75,1,54.39,14314,3049,,,,,,,,,,,
3,ATLANTICO,52,SOLEDAD,137377,0.17,17.36,65.15,0.06,1.51,0.04,11.76,1.83,petro,76.44,21.43,1,55.01,161301,3052,,,,,,,,,,,
3,ATLANTICO,55,SUAN,4394,0.11,49.2,35.55,0.02,0.3,,10.97,1.66,fico,45.46,52.19,0,-6.73,4982,3055,,,,,,,,,,,
3,ATLANTICO,58,TUBARA,5280,0.13,31.82,55.61,0.06,0.3,,8.92,1.67,petro,68.28,29.88,1,38.4,5917,3058,,,,,,,,,,,
3,ATLANTICO,61,USIACURI,3956,0.25,30.08,51.95,0.18,0.38,0.05,12.54,1.77,petro,66.88,30.41,1,36.47,4653,3061,,,,,,,,,,,
5,BOLIVAR,1,CARTAGENA,359918,0.16,24.67,55.58,0.05,1.9,0.04,11.72,3.12,petro,67.17,30.14,1,37.03,400947,5001,,,,,,,,,,,
5,BOLIVAR,4,ACHI,7230,0.5,51.13,21.41,0.11,2.17,0.08,21.0,2.2,fico,29.88,68.89,0,-39.01,8286,5004,,,,,,,,,,,
